n,run_idx,phase_bits,phase1_shots,phase2_shots,fidelity,elapsed_s,support_size,support_hit,support_indices
3,118,3,16384,8192,0.9999919141302243,3.7894826999981888,2,1,000 111
3,119,3,16384,8192,0.9999950667638331,3.835001999992528,2,1,000 111
3,120,3,16384,8192,0.999993161579074,3.847259499991196,2,1,000 111
3,121,3,16384,8192,0.999988553993783,3.8387952000048244,2,1,000 111
3,122,3,16384,8192,0.999986497919042,3.8232322999974713,2,1,000 111
3,123,3,16384,8192,0.9999593811256564,3.8332092000055127,2,1,000 111
3,124,3,16384,8192,0.9999823589662924,3.812390199993388,2,1,000 111
3,125,3,16384,8192,0.9999537542402813,3.802698599989526,2,1,000 111
3,126,3,16384,8192,0.9999840773400248,3.851591999991797,2,1,000 111
3,127,3,16384,8192,0.9999944538321528,3.8627696000039577,2,1,000 111
4,0,4,16384,8192,0.9999998350059017,4.000566000002436,2,1,0000 1111
4,1,4,16384,8192,0.9999991749856535,3.9103930999990553,2,1,0000 1111
4,2,4,16384,8192,0.9999996479652017,3.937504000001354,2,1,0000 1111
4,3,4,16384,8192,0.9999981613846769,3.9447837000043364,2,1,0000 1111
4,4,4,16384,8192,0.9999976505989637,3.87621119999676,2,1,0000 1111
4,5,4,16384,8192,0.9999997805112026,3.9469295000017155,2,1,0000 1111
4,6,4,16384,8192,0.9999985510076788,3.9021436000039103,2,1,0000 1111
4,7,4,16384,8192,0.999987027561905,3.977522199988016,2,1,0000 1111
4,8,4,16384,8192,0.9999996621675232,4.025780800002394,2,1,0000 1111
4,9,4,16384,8192,0.9999956150501511,3.9965152999939164,2,1,0000 1111
4,10,4,16384,8192,0.9999987059739598,3.9478795000031823,2,1,0000 1111
4,11,4,16384,8192,0.999996654167578,3.9140247000032105,2,1,0000 1111
4,12,4,16384,8192,0.9999990636783556,3.9422266999899875,2,1,0000 1111
4,13,4,16384,8192,0.999998033507181,3.926559100000304,2,1,0000 1111
4,14,4,16384,8192,0.9999996936527743,3.9427169999980833,2,1,0000 1111
4,15,4,16384,8192,0.9999999911605848,3.9980688000068767,2,1,0000 1111
4,16,4,16384,8192,0.9999906551221381,3.9696204000065336,2,1,0000 1111
4,17,4,16384,8192,0.9999974451702649,3.9683740999898873,2,1,0000 1111
4,18,4,16384,8192,0.9999975985473066,3.9145515999989584,2,1,0000 1111
4,19,4,16384,8192,0.9999999834968424,3.9061671000090428,2,1,0000 1111
4,20,4,16384,8192,0.9999969185318711,3.934438099997351,2,1,0000 1111
4,21,4,16384,8192,0.9999984963555478,3.91117320000194,2,1,0000 1111
4,22,4,16384,8192,0.9999998212813475,4.039912399995956,2,1,0000 1111
4,23,4,16384,8192,0.9999999935710102,3.9499272999964887,2,1,0000 1111
4,24,4,16384,8192,0.9999991262747997,3.9648658000078285,2,1,0000 1111
4,25,4,16384,8192,0.9999994427425295,3.9205750999972224,2,1,0000 1111
4,26,4,16384,8192,0.9999980566006182,3.9820948999986285,2,1,0000 1111
4,27,4,16384,8192,0.99999995928961,3.9423008000012487,2,1,0000 1111
4,28,4,16384,8192,0.9999994911903348,3.8768442000000505,2,1,0000 1111
4,29,4,16384,8192,0.9999925395313736,3.9621799000015017,2,1,0000 1111
4,30,4,16384,8192,0.9999981842058574,3.97874690000026,2,1,0000 1111
4,31,4,16384,8192,0.9999951464372054,3.9420083000004524,2,1,0000 1111
4,32,4,16384,8192,0.9999931576702825,3.9610457999951905,2,1,0000 1111
4,33,4,16384,8192,0.9999995506567635,3.927801999991061,2,1,0000 1111
4,34,4,16384,8192,0.9999992657399688,3.950656100001652,2,1,0000 1111
4,35,4,16384,8192,0.9999992392667777,3.933304299993324,2,1,0000 1111
4,36,4,16384,8192,0.9999985753586187,3.9693415999936406,2,1,0000 1111
4,37,4,16384,8192,0.999988351782906,3.967786699999124,2,1,0000 1111
4,38,4,16384,8192,0.9999998586072819,3.9175112999946577,2,1,0000 1111
4,39,4,16384,8192,0.9999999948651781,3.931278199990629,2,1,0000 1111
4,40,4,16384,8192,0.999998706038048,3.962222899994231,2,1,0000 1111
4,41,4,16384,8192,0.9999991849874921,3.9246264999965206,2,1,0000 1111
4,42,4,16384,8192,0.9999993272746445,3.972163800004637,2,1,0000 1111
4,43,4,16384,8192,0.9999992916705593,3.9204372000094736,2,1,0000 1111
4,44,4,16384,8192,0.9999962136174679,3.96026890000212,2,1,0000 1111
4,45,4,16384,8192,0.9999991251033538,3.9575885999947786,2,1,0000 1111
4,46,4,16384,8192,0.9999999858375417,3.9733081000013044,2,1,0000 1111
4,47,4,16384,8192,0.9999990389545079,3.952074500004528,2,1,0000 1111
4,48,4,16384,8192,0.9999974957568285,3.9215517999982694,2,1,0000 1111
4,49,4,16384,8192,0.9999993287180641,3.916669300000649,2,1,0000 1111
4,50,4,16384,8192,0.9999954354206825,3.9036100000084843,2,1,0000 1111
4,51,4,16384,8192,0.9999994739319756,3.9419945999979973,2,1,0000 1111
4,52,4,16384,8192,0.999999392987672,3.994166300006327,2,1,0000 1111
4,53,4,16384,8192,0.9999999953233543,4.006498400005512,2,1,0000 1111
4,54,4,16384,8192,0.9999969212228551,3.922326100000646,2,1,0000 1111
4,55,4,16384,8192,0.999998980903288,3.9368494000082137,2,1,0000 1111
4,56,4,16384,8192,0.9999999728545776,3.955316399995354,2,1,0000 1111
4,57,4,16384,8192,0.9999998238930554,3.9214345999935176,2,1,0000 1111
4,58,4,16384,8192,0.9999998823286907,3.9160553999972763,2,1,0000 1111
4,59,4,16384,8192,0.9999917789003918,3.930110599991167,2,1,0000 1111
4,60,4,16384,8192,0.9999990772112205,3.9644115999981295,2,1,0000 1111
4,61,4,16384,8192,0.9999998321326434,4.012211799999932,2,1,0000 1111
4,62,4,16384,8192,0.9999997200847162,3.9401886999985436,2,1,0000 1111
4,63,4,16384,8192,0.9999989096546634,3.9193560000130674,2,1,0000 1111
4,64,4,16384,8192,0.9999995375002184,3.918838700003107,2,1,0000 1111
4,65,4,16384,8192,0.9999983841082187,3.9369630000001052,2,1,0000 1111
4,66,4,16384,8192,0.9999956280016782,3.939907799998764,2,1,0000 1111
4,67,4,16384,8192,0.9999978902776615,3.9034345999971265,2,1,0000 1111
4,68,4,16384,8192,0.9999973975995116,3.990610299995751,2,1,0000 1111
4,69,4,16384,8192,0.9999998567638568,3.929059899994172,2,1,0000 1111
4,70,4,16384,8192,0.9999985907556788,3.932291200006148,2,1,0000 1111
4,71,4,16384,8192,0.9999987433009161,3.937809199996991,2,1,0000 1111
4,72,4,16384,8192,0.9999996832251874,3.9330704000021797,2,1,0000 1111
4,73,4,16384,8192,0.9999941066433312,3.9822052999952575,2,1,0000 1111
4,74,4,16384,8192,0.9999968470082206,4.06372000000556,2,1,0000 1111
