2,0,8196,16384,0.9999683826983166,1.5411169229992083,2,1,00 11
2,1,8196,16384,0.9999295786567283,1.305159116998766,2,1,00 11
2,2,8196,16384,0.9999488705676205,1.262155446000179,2,1,00 11
2,3,8196,16384,0.9999818620938126,1.2576222560001042,2,1,00 11
2,4,8196,16384,0.9999775491847835,1.2951692469996487,2,1,00 11
2,5,8196,16384,0.9999784739154488,1.3205818530004763,3,0,00 10 11
2,6,8196,16384,0.9999824981125442,1.354658924999967,3,0,00 10 11
2,7,8196,16384,0.9999481297593706,1.3379905419988063,3,0,00 10 11
2,8,8196,16384,0.9999995444722548,1.3679485370012117,3,0,00 10 11
2,9,8196,16384,0.9999721128869815,1.6489486179998494,3,0,00 10 11
2,10,8196,16384,0.9999929613052585,1.4728753220006183,2,1,00 11
2,11,8196,16384,0.9999318893806468,1.583102714999768,3,0,00 10 11
2,12,8196,16384,0.9999442961796353,1.3694633429986425,3,0,00 10 11
2,13,8196,16384,0.9999587109930198,1.3998633539995353,3,0,00 10 11
2,14,8196,16384,0.9999799668792252,1.5061785569996573,3,0,00 10 11
2,15,8196,16384,0.9999888984018355,1.400728982000146,3,0,00 10 11
2,16,8196,16384,0.999978236023297,1.4247441110001091,3,0,00 10 11
2,17,8196,16384,0.999933740362195,1.420427627999743,2,1,00 11
2,18,8196,16384,0.9999781078779914,1.4275570520003384,3,0,00 10 11
2,19,8196,16384,0.9999517422180293,1.680545761999383,3,0,00 10 11
2,20,8196,16384,0.9999017712685407,1.6319579290011461,3,0,00 10 11
2,21,8196,16384,0.999977807714497,1.4898484280001867,3,0,00 10 11
2,22,8196,16384,0.9999837913256493,1.4780207269996026,3,0,00 10 11
2,23,8196,16384,0.9999298568314736,1.4327059269999154,3,0,00 10 11
2,24,8196,16384,0.9999830263474021,1.4307381139988138,3,0,00 10 11
2,25,8196,16384,0.999923519982046,1.4290284550006618,3,0,00 10 11
2,26,8196,16384,0.9999646785877083,1.3791474290010228,3,0,00 10 11
2,27,8196,16384,0.9999921333171241,1.5039496870012954,3,0,00 10 11
2,28,8196,16384,0.9999921100611999,1.3703598950014566,2,1,00 11
2,29,8196,16384,0.9999166425305475,1.5183453040008317,2,1,00 11
2,30,8196,16384,0.9998920198157976,1.5896015090002038,2,1,00 11
2,31,8196,16384,0.9999816344844937,1.4688997640005255,3,0,00 10 11
2,32,8196,16384,0.9999482184311169,1.5264083450001635,3,0,00 10 11
2,33,8196,16384,0.9999565395883091,1.482332146999397,2,1,00 11
2,34,8196,16384,0.9999483833508759,1.4749123359997611,3,0,00 10 11
2,35,8196,16384,0.9998409824420202,1.4454995609994512,3,0,00 10 11
2,36,8196,16384,0.9999235633125648,1.5020313339991844,3,0,00 10 11
2,37,8196,16384,0.9998985683745879,1.420922232000521,2,1,00 11
2,38,8196,16384,0.9999354954899846,1.4299730610000552,2,1,00 11
2,39,8196,16384,0.9999717165699544,1.48794507599996,2,1,00 11
2,40,8196,16384,0.9999807766860379,1.472588292999717,3,0,00 10 11
2,41,8196,16384,0.999957560703845,1.420652409999093,2,1,00 11
2,42,8196,16384,0.9999305026819955,1.409046981998472,3,0,00 10 11
2,43,8196,16384,0.9999962142961334,1.4167925250003464,3,0,00 10 11
2,44,8196,16384,0.9999778035647832,1.432705764000275,3,0,00 10 11
2,45,8196,16384,0.9999582784184009,1.4628254789986386,3,0,00 10 11
2,46,8196,16384,0.9999046080196041,1.4184196299993346,3,0,00 10 11
2,47,8196,16384,0.9999492877830829,1.4383808770016913,3,0,00 10 11
2,48,8196,16384,0.9998736561890824,1.4128262529993663,3,0,00 10 11
2,49,8196,16384,0.9999084707001191,1.4965574349989765,3,0,00 10 11
2,50,8196,16384,0.9999641528386477,1.6830620310011,2,1,00 11
2,51,8196,16384,0.9999678955667498,1.4937297929991473,3,0,00 10 11
