n,run_idx,phase_bits,phase1_shots,phase2_shots,fidelity,elapsed_s,support_size,support_hit,support_indices
5,104,5,16384,8192,0.9998787599556433,7.844652900006622,2,1,00000 11111
5,105,5,16384,8192,0.9999425233760452,7.554502300001332,2,1,00000 11111
5,106,5,16384,8192,0.9999681101974165,7.539387400000123,2,1,00000 11111
5,107,5,16384,8192,0.9998454331022523,7.493808100000024,2,1,00000 11111
5,108,5,16384,8192,0.9999997834043666,7.835388600011356,2,1,00000 11111
5,109,5,16384,8192,0.999804464685611,7.4552373999904376,2,1,00000 11111
5,110,5,16384,8192,0.9999156791159642,7.655706999998074,2,1,00000 11111
5,111,5,16384,8192,0.9999993098700033,7.54329040000448,2,1,00000 11111
5,112,5,16384,8192,0.9999896411457653,7.8253376000066055,2,1,00000 11111
5,113,5,16384,8192,0.9999941333393638,7.600008499997784,2,1,00000 11111
5,114,5,16384,8192,0.9999740986420727,7.642542999994475,2,1,00000 11111
5,115,5,16384,8192,0.9999729164249097,7.582985300003202,2,1,00000 11111
5,116,5,16384,8192,0.9999879769386871,7.877744099998381,2,1,00000 11111
5,117,5,16384,8192,0.9998338846802608,7.53703440001118,2,1,00000 11111
5,118,5,16384,8192,0.9999995123036318,7.527485500002513,2,1,00000 11111
5,119,5,16384,8192,0.9999195381707421,7.543574499999522,2,1,00000 11111
5,120,5,16384,8192,0.9999884802708608,7.794183200006955,2,1,00000 11111
5,121,5,16384,8192,0.9999841039139654,7.530413300002692,2,1,00000 11111
5,122,5,16384,8192,0.9999560659475561,7.4794731000001775,2,1,00000 11111
5,123,5,16384,8192,0.999998049147597,7.570548799994867,2,1,00000 11111
5,124,5,16384,8192,0.9999961516396522,7.789646299992455,2,1,00000 11111
5,125,5,16384,8192,0.9999983646718942,7.5384871999995084,2,1,00000 11111
5,126,5,16384,8192,0.9999944231846941,8.08963830000721,2,1,00000 11111
5,127,5,16384,8192,0.999927666894708,7.646675700001651,2,1,00000 11111
6,0,6,16384,8192,0.9999984760856325,146.43181119998917,2,1,000000 111111
6,1,6,16384,8192,0.9999998024059127,146.48108689999208,2,1,000000 111111
6,2,6,16384,8192,0.999999695106678,148.55839420000848,2,1,000000 111111
6,3,6,16384,8192,0.9999969591528746,146.38112450001063,2,1,000000 111111
6,4,6,16384,8192,0.9999968743045078,161.61450419999892,2,1,000000 111111
6,5,6,16384,8192,0.9999993462192094,262.89832829999796,2,1,000000 111111
6,6,6,16384,8192,0.9999995262400417,148.67537209999864,2,1,000000 111111
