n,run_idx,phase1_shots,phase2_shots,fidelity,elapsed_s,support_size,support_hit,support_indices
6,0,8196,16384,0.9330127018921865,0.6671483629979775,2,1,000000 111111
6,1,8196,16384,0.9330127018921797,0.3833029599991278,2,1,000000 111111
6,2,8196,16384,0.9330127018921857,0.3617021249992831,3,0,000000 100000 111111
6,3,8196,16384,0.9999851260317418,0.3547304540006735,3,0,000000 100000 111111
6,4,8196,16384,0.9330127018921857,0.3708657789975405,2,1,000000 111111
6,5,8196,16384,0.933012701892205,0.3604118330003985,2,1,000000 111111
6,6,8196,16384,0.9329343382161018,0.34233743699951447,3,0,000000 100000 111111
6,7,8196,16384,0.933012701892184,0.36670546000095783,3,0,000000 100000 111111
6,8,8196,16384,0.9330127018921932,0.34001722500033793,2,1,000000 111111
6,9,8196,16384,0.9330127018921511,0.33489422100319644,2,1,000000 111111
6,10,8196,16384,0.9330127018921253,0.327237404002517,2,1,000000 111111
6,11,8196,16384,0.9330127018921814,0.34467327300080797,3,0,000000 100000 111111
6,12,8196,16384,0.9330127018921928,0.34998033800002304,3,0,000000 100000 111111
6,13,8196,16384,0.9330127018921707,0.3995117790000222,2,1,000000 111111
6,14,8196,16384,0.9999994308969754,0.7266845429985551,2,1,000000 111111
6,15,8196,16384,0.9330127018921338,0.4416165529983118,3,0,000000 100000 111111
6,16,8196,16384,0.9330127018921865,0.4068724380013009,2,1,000000 111111
6,17,8196,16384,0.9330127018921488,0.3673979639970639,2,1,000000 111111
6,18,8196,16384,0.9329891850637198,0.3839646320011525,3,0,000000 100000 111111
6,19,8196,16384,0.9330127018921893,0.3693141439980536,2,1,000000 111111
6,20,8196,16384,0.9330127018921642,0.37683637800000724,2,1,000000 111111
6,21,8196,16384,0.933012701892123,0.3733102969999891,2,1,000000 111111
6,22,8196,16384,0.9330127018921711,0.37476157000128296,2,1,000000 111111
6,23,8196,16384,0.999988718666072,0.41607726000074763,3,0,000000 100000 111111
6,24,8196,16384,0.9330127018921746,0.4150910839998687,3,0,000000 100000 111111
6,25,8196,16384,0.9330127018920956,0.4745015949993103,2,1,000000 111111
6,26,8196,16384,0.93301270189216,0.4332869300014863,2,1,000000 111111
6,27,8196,16384,0.9330127018921759,0.4614796599998954,2,1,000000 111111
6,28,8196,16384,0.9330093616099563,0.4464442560019961,2,1,000000 111111
6,29,8196,16384,0.933012701892166,0.43729591200099094,2,1,000000 111111
6,30,8196,16384,0.9330127018921651,0.43931242799953907,2,1,000000 111111
6,31,8196,16384,0.9330127018921394,0.38702549599838676,2,1,000000 111111
6,32,8196,16384,0.933012701892163,0.3874602350006171,2,1,000000 111111
6,33,8196,16384,0.9330127018921349,0.40898085800290573,2,1,000000 111111
6,34,8196,16384,0.9330127018921762,0.38539180800216855,2,1,000000 111111
6,35,8196,16384,0.9330127018921596,0.4328798110000207,2,1,000000 111111
6,36,8196,16384,0.9330127018921681,0.48929682499874616,2,1,000000 111111
6,37,8196,16384,0.9330127018921698,0.4814201099979982,2,1,000000 111111
6,38,8196,16384,0.9330127018921784,0.4296654280005896,3,0,000000 100000 111111
6,39,8196,16384,0.9330127018921767,0.468144084999949,2,1,000000 111111
6,40,8196,16384,0.9330127018921861,0.43407966399900033,2,1,000000 111111
6,41,8196,16384,0.9330127018921913,0.4715168930015352,2,1,000000 111111
6,42,8196,16384,0.9330011248567865,0.4760102000000188,3,0,000000 100000 111111
6,43,8196,16384,0.9330127018921518,0.46882468500189134,2,1,000000 111111
6,44,8196,16384,0.9330127018921323,0.47311755000191624,3,0,000000 100000 111111
6,45,8196,16384,0.9330127018921849,0.4730628630022693,2,1,000000 111111
6,46,8196,16384,0.9330127018921557,0.4713368310003716,3,0,000000 100000 111111
6,47,8196,16384,0.9330127018921675,0.4831494409991137,3,0,000000 100000 111111
6,48,8196,16384,0.933012701892135,0.6308465260008234,2,1,000000 111111
6,49,8196,16384,0.9330127018921799,0.4765639920005924,2,1,000000 111111
6,50,8196,16384,0.9999944145541342,0.4420186110000941,3,0,000000 100000 111111
6,51,8196,16384,0.9330127018921158,0.37998995700036176,2,1,000000 111111
6,52,8196,16384,0.9330127018921732,0.399799113998597,2,1,000000 111111
6,53,8196,16384,0.9330127018921299,0.43399512100222637,2,1,000000 111111
6,54,8196,16384,0.9330127018921919,0.4215269199994509,2,1,000000 111111
6,55,8196,16384,0.9330127018921645,0.43199803400057135,2,1,000000 111111
6,56,8196,16384,0.9330127018921787,0.4234204870008398,2,1,000000 111111
6,57,8196,16384,0.9330127018921638,0.43581897399781155,2,1,000000 111111
6,58,8196,16384,0.9330127018921501,0.4321021670002665,2,1,000000 111111
